Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
641,10768507,"Yang Zhou","2023-09-07 23:00:53",0.48792,4,yaaangzhou
642,10819023,Raku_panda,"2023-10-10 07:42:51",0.48792,4,gakutohiguchi
643,10962211,"Konstantin Kotik","2023-09-24 16:22:27",0.48793,1,kotikkonstantin
644,10692213,"Kirill Khvoshchev","2023-10-11 20:49:11",0.48793,49,goshaletov
645,10956451,Kaito,"2023-09-24 02:39:39",0.48793,1,kaitoluciferzero
646,10688052,DLastStark,"2023-10-11 06:33:45",0.48793,140,dlaststark
647,10968857,"koihoo Wang","2023-10-11 10:04:16",0.48793,9,koihoowang
648,10763893,"Alimbek Uteshov","2023-09-12 20:57:48",0.48794,2,alimbekuteshov
649,10807919,"Mingxian Gao","2023-10-09 00:57:42",0.48795,7,"ddddsaado,mingxiangao"
650,10871460,qklent,"2023-09-29 09:52:16",0.48795,13,qklent
651,10721697,"Stratos Parellis","2023-09-24 23:27:53",0.48796,79,stratosparellis
652,10737751,baellouf,"2023-10-09 11:37:21",0.48796,78,"baellouf,rimabarakeh"
653,10766698,NeuralNerd,"2023-09-15 10:04:57",0.48796,19,adhoppin
654,10800942,kura54,"2023-08-16 02:50:25",0.48796,1,kurapuchi
655,10679716,starDS,"2023-10-06 01:36:58",0.48796,1,xingchili
656,10891882,"Napoleón Pérez","2023-09-09 22:17:49",0.48797,1,napoleonperez
657,10793328,ikasaki,"2023-08-22 14:30:10",0.48799,8,ikasaki
658,10894233,darkerking,"2023-10-11 01:52:36",0.48799,1,darkerking
659,10675300,EeyoreLee,"2023-10-08 06:08:13",0.48800,2,earlee0412
660,10825811,kensomeya,"2023-10-07 15:48:53",0.48800,12,kensomeya
661,10858849,"Miao Zhang","2023-09-08 17:19:22",0.48801,2,zm1997
662,10839934,"Nam Nguyen","2023-08-28 04:05:45",0.48802,1,namndios
663,11011084,Artem,"2023-10-11 21:54:38",0.48802,14,artemevstafyev
664,10680115,"Leo Lu","2023-10-10 22:02:43",0.48802,32,leolu1998
665,10800350,"Oleksiy Kononenko","2023-10-11 22:32:46",0.48802,125,kononenko
666,10838605,"Ricardo Martín","2023-09-29 11:58:28",0.48803,10,ricardomrodrguez
667,10841918,"Z Chen3","2023-10-11 06:41:38",0.48803,38,ziyuechen3
668,10743489,oleynikov,"2023-08-31 16:59:20",0.48803,7,oleynikov
669,10693880,Dolisun,"2023-10-08 16:42:22",0.48804,29,dolisun
670,10816146,"LULU Dragon","2023-10-09 14:12:41",0.48805,1,luludragon
671,10824722,strugglepanda,"2023-08-23 06:41:22",0.48806,1,strugglepanda
672,10824769,LIUHAHA1888,"2023-10-11 09:45:01",0.48808,5,liuhaha1888
673,10829932,doroppe,"2023-09-23 12:44:04",0.48809,2,wakitakakoike
674,10791336,"Mohammad Essam","2023-10-11 08:31:40",0.48809,4,mohammedessam97
675,10849124,gondayo,"2023-08-30 10:20:09",0.48810,1,kanayamisato
676,10681695,"vasu shahi","2023-09-12 13:01:27",0.48810,2,vasushahi
677,10765499,"Wood Carter","2023-09-12 07:46:56",0.48811,11,woodcarter
678,10776699,tihonby,"2023-08-23 21:00:34",0.48811,8,tihonby
679,10798288,"Sanie Team","2023-10-11 18:54:16",0.48812,29,"alkornev,ekatosha,gregoryrus,ikiselev7,sashachernyshova"
680,10682454,"Gabriel Preda","2023-10-11 17:57:44",0.48813,4,gpreda
681,10967101,threnox,"2023-10-11 16:26:44",0.48814,10,threnox
682,10856538,fanshutou,"2023-09-09 01:46:06",0.48814,6,fanshutou
683,10826606,"An Garcia","2023-08-30 21:55:03",0.48815,1,angarcia
684,10860624,"Arseniy Glotov","2023-10-11 17:54:54",0.48815,6,benefactor
685,10803163,Be1uga,"2023-10-10 08:56:40",0.48815,27,oouwuoo
686,10686879,ImperfectKitto,"2023-10-07 13:42:33",0.48815,3,defdet
687,10815611,cpKakashi,"2023-09-27 06:15:36",0.48816,16,cpkakashi
688,10831120,da_pond,"2023-09-13 22:06:11",0.48816,5,dapond
689,10716298,"Md Fahim","2023-10-10 12:11:49",0.48816,3,mdfahimreshm
690,10769348,"Aishik Rakshit","2023-09-14 08:40:56",0.48817,3,aishikai
691,10827720,"Yu Wu","2023-09-21 22:12:11",0.48817,30,nightsh4de
692,10707309,"White Note","2023-08-28 12:37:56",0.48817,3,jcdataset
693,10986667,randr,"2023-10-06 15:10:35",0.48818,5,randr12
694,10831558,"Swayam Singh","2023-08-25 11:58:30",0.48818,1,swayamsingh
695,10846696,irys,"2023-10-11 00:43:44",0.48818,3,ireyashi
696,10675677,ming,"2023-08-21 12:36:39",0.48820,10,christineseven
697,11002881,"jk Tang666","2023-10-04 06:21:17",0.48820,3,jktang666
698,10717622,MakiseK,"2023-09-28 01:14:30",0.48821,3,makisek
699,10920784,"Roland Erdei","2023-09-15 09:34:27",0.48821,1,rolanderdei
700,10752092,"Min jee Jang","2023-10-11 08:35:41",0.48821,36,"kyelim,minjeejang,suyounoh"
701,10854794,"Serhii Kharchuk","2023-10-05 21:22:41",0.48822,2,serhiikharchuk
702,10849956,"Matviy Amchislavskiy","2023-09-04 01:46:07",0.48823,2,matviyamchislavskiy
703,10956242,zhouhanemo,"2023-09-23 04:37:04",0.48823,1,zhouhanemo
704,10946764,MengzoS,"2023-09-22 08:21:54",0.48823,7,mengzos
705,10749185,"Argyris Anastopoulos","2023-10-10 19:02:48",0.48823,25,argyrisanastopoulos
706,10682633,"Abhishek Nagvekar","2023-09-09 23:52:17",0.48824,7,x360pro
707,10830411,Alex1000,"2023-08-25 00:49:15",0.48826,2,alexander2048
708,10767722,"young louis","2023-10-07 05:29:34",0.48827,2,younglouis
709,10943109,summ,"2023-10-11 10:39:10",0.48827,102,"ddbbledqmm,guoweivaile,katieyuen22,liujiajie,zihuameng"
710,10696799,"John F J Liu","2023-08-25 16:50:14",0.48827,3,johnfjliu
711,10685895,Kuntal,"2023-09-06 18:02:27",0.48827,1,kuntalbhowmick
712,10835948,"Võ Nhật Thịnh","2023-10-11 03:46:09",0.48827,36,vnthinh
713,10675184,老肥,"2023-10-10 12:47:52",0.48828,19,librauee
714,10691206,"Raj Gothi","2023-10-11 08:05:15",0.48828,4,rajgothi
715,10738688,Angguo,"2023-08-25 03:43:42",0.48828,5,davenfuual
716,10764356,OPENTOWORK,"2023-10-05 03:21:32",0.48828,15,dmitriy89
717,10763164,"Dongming Xie","2023-10-04 01:45:13",0.48829,16,xdm67959
718,11011674,"Anastasia Shvetsova","2023-10-05 22:22:13",0.48830,6,anastasii1
719,10791429,"Mohommad Najeed Osmani","2023-10-06 04:34:07",0.48830,3,najeedosmani
720,10832285,"John #3","2023-08-27 08:46:57",0.48830,2,shuitest
721,10841612,npcdwatanabe,"2023-09-11 19:41:57",0.48831,1,npcdwatanabe
722,10783259,"Kotaro Fukushima","2023-10-11 01:59:40",0.48832,34,justy0300
723,10721826,abnerzhang,"2023-10-10 11:46:48",0.48832,1,abnerzhang
724,10972496,YaiShakeIt!,"2023-09-27 12:43:53",0.48834,3,yaishakeit
725,10740267,AlphaLim,"2023-08-16 10:34:56",0.48835,3,alphalim
726,10941164,tour2st,"2023-09-20 14:38:59",0.48836,1,tour2st
727,10869601,"Hee Seong Yang","2023-10-11 14:53:30",0.48838,26,heeseongyang
728,10839116,"Kishore M","2023-10-10 11:12:42",0.48839,2,reachkishore
729,10913417,jungkwon1,"2023-09-14 07:00:05",0.48840,1,jungkwon1
730,10835086,Kamilla1158,"2023-08-26 08:39:58",0.48840,1,kamilla1158
731,10886361,nlpist,"2023-10-11 16:35:20",0.48840,79,"kolpnick,vaskon"
732,10839758,shizryu,"2023-09-30 07:44:09",0.48841,3,shizryu
733,10677554,Shin7jp,"2023-10-09 00:23:07",0.48842,25,shin7jp
734,10885644,2023kagglegogogo,"2023-10-09 23:02:10",0.48842,31,"chuxinyin,kunyangji,lyw2001com,yangz053"
735,10886396,SKKim,"2023-10-05 17:04:40",0.48843,2,edskkim
736,10681899,datnt114,"2023-10-11 14:50:35",0.48845,2,kingkong153
737,10688437,"Rashmi Margani","2023-08-28 13:16:35",0.48845,7,validmodel
738,10716598,mifune,"2023-09-25 04:26:27",0.48847,1,kmifune
739,10781705,"Jinyuan Mo","2023-08-30 08:28:16",0.48847,7,jinyuanmo475
740,10693894,Joel,"2023-08-16 02:12:23",0.48847,6,huajielou
741,10833400,lzh,"2023-09-12 01:31:59",0.48847,8,zenghanliang
742,10783221,"Sofiane’s minions","2023-10-09 11:03:48",0.48847,42,"mayuanchao,thomasrochefort"
743,10885864,"ma 127","2023-10-11 12:23:28",0.48848,22,ma1166mu
744,10948921,"Samyak Jain","2023-10-11 08:08:34",0.48848,4,samyakjain31
745,11005399,Andrew_AA_ggl,"2023-10-04 04:59:30",0.48849,2,andrewaaggl
746,10791567,"Dennis Iversen","2023-08-25 10:09:31",0.48849,12,diversen
747,10974907,Etruscai,"2023-10-11 21:52:20",0.48849,19,"haticezbolat,marangoz,ocanaydin,sakimurofushi"
748,11008465,ichi,"2023-10-11 06:27:54",0.48850,1,naokiichikawa
749,10745722,"Osborn Yue","2023-08-16 11:08:23",0.48850,7,yuezhiwang
750,10817964,"Egor Tkachenko","2023-08-24 13:48:52",0.48852,2,egortkachenko
751,10964479,mist665,"2023-09-25 05:54:02",0.48854,1,mist665
752,10782797,"Anirban Chatterjee","2023-10-05 09:16:17",0.48855,2,anivana
753,10677025,"Sinan Calisir","2023-09-06 08:57:26",0.48856,1,snnclsr
754,10991662,"carry potter123","2023-10-03 14:08:04",0.48856,2,"carrypotter123,jczheng7,liuhaixu,muyanwan,xiyuan0322"
755,10839496,buonoatsushi,"2023-09-21 07:52:08",0.48857,1,buonoatsushi
756,10819506,HLI111111,"2023-10-06 06:53:22",0.48857,8,hli111111
757,10808180,"Modeste Ljue","2023-08-23 12:57:22",0.48857,16,lvyalong9999
758,10682500,"Dmitry Kozlov","2023-08-16 23:20:52",0.48858,4,dkozlov
759,10828023,"Aphisara Panthawornnawin","2023-09-23 16:50:10",0.48859,1,pipiipin
760,10686663,weiyongpeng1223,"2023-09-16 08:58:15",0.48859,4,weiyongpeng1223
761,10808107,BigdataW,"2023-08-25 00:31:00",0.48860,4,justfortesth
762,10731390,YiZ277,"2023-10-11 06:07:13",0.48860,10,"newliangliang,xueyushi,yiz277,zhixiangliu"
763,10708371,ryellow,"2023-10-06 07:46:14",0.48861,6,ryellow
764,10846921,palajnc,"2023-10-11 20:22:31",0.48863,66,palajnc
765,10675694,KKY,"2023-08-22 06:00:38",0.48863,35,evilpsycho42
766,10830979,umakuchi_shoyu,"2023-10-11 17:58:25",0.48863,1,yamaguchi426
767,10837150,musclemaru,"2023-08-31 08:27:05",0.48863,1,musclemaru
768,10771542,"Lucas Traina","2023-10-09 22:23:00",0.48864,54,lucastraina
769,10723073,"KS #2","2023-09-10 07:14:06",0.48865,19,kyohei1
770,10718881,zeroooooo,"2023-10-08 06:31:51",0.48866,5,wujianming
771,10871301,Acexoul081,"2023-09-15 14:07:09",0.48866,4,acexoul081
772,10987798,e-toppo,"2023-09-30 03:34:39",0.48867,1,masatomatsui
773,10952848,BestFellow,"2023-09-22 08:56:50",0.48867,1,bestfellow
774,10858107,きょうこ,"2023-10-09 13:40:46",0.48867,25,kyotakah
775,10785392,"Pansos Ponso","2023-09-23 08:55:12",0.48868,29,pansos
776,10712587,MGöksu,"2023-09-21 06:23:27",0.48869,10,mgoksu
777,10677071,holyyyy,"2023-08-29 15:33:21",0.48870,5,svyatoslavpln
778,10998792,"Ruslan Akhmetzianov","2023-10-06 15:33:44",0.48870,4,monkeflip
779,10799164,khall_drago,"2023-08-16 17:06:31",0.48871,1,adelkhalilov
780,10694847,"Akira Hirohashi","2023-10-08 13:18:39",0.48872,6,akirahirohashi
781,10762395,"atsu matsu","2023-08-19 06:07:40",0.48873,1,atsumatsu
782,10808103,curiosity,"2023-08-25 13:17:35",0.48874,15,chmffwn1
783,10953682,"cheih wong","2023-09-23 05:09:40",0.48874,1,cheihwong
784,10867281,"Yura Slastya","2023-10-03 17:21:49",0.48874,6,yuraslastya
785,10784528,"shun takinami","2023-09-16 05:39:38",0.48875,5,shuntakinami
786,10686843,nothing,"2023-09-17 09:38:19",0.48875,2,vencent
787,10813837,"jincheng zhu1234","2023-08-21 06:50:45",0.48876,1,jinchengzhu1234
788,10816334,生駒岳太郎,"2023-08-29 12:21:04",0.48876,8,gakutaro
789,10695461,"Uday Kumar Gurugubelli","2023-09-05 01:14:12",0.48877,3,udaygurugubelli
790,10824473,"chkuen Lin","2023-08-27 15:03:13",0.48877,2,chkuenlin
791,10898633,"Nirmal Fernando","2023-10-06 17:25:14",0.48879,2,nirmalf
792,10675003,"Dzhal Antonov","2023-10-11 08:03:52",0.48879,23,chejuro
793,11010187,Marietty,"2023-10-04 12:47:31",0.48879,1,matakaggle
794,10805749,knn,"2023-08-17 22:56:40",0.48880,1,kannomasaki
795,10898869,"Amhaeng Eosa","2023-09-12 07:04:15",0.48881,1,maehwa
796,10914069,"Dmitry Bakanov","2023-10-11 18:18:31",0.48882,6,dmitrybakanov
797,10801829,"Naive Ingenuity","2023-08-18 10:35:43",0.48884,1,ocrdutta
798,10784389,WCK,"2023-08-28 09:05:22",0.48885,2,hygongzheng
799,10804505,"Mrinmoy Sarker Turja","2023-08-24 05:52:14",0.48886,1,mrinmoysarkerturja
800,10856497,abdulmj4,"2023-09-19 18:53:40",0.48886,2,abdulmj4
801,10689520,"Yoshiki Matsue","2023-10-11 02:09:39",0.48887,6,yoshikimatsue
802,10813655,Lafoi,"2023-10-05 01:07:49",0.48888,15,wentinglu
803,10818564,kfujii,"2023-09-19 20:43:44",0.48888,1,keikofujii
804,10829122,"Kazuki Igeta","2023-10-11 16:42:09",0.48888,3,kazukiigeta
805,10796988,konozawa,"2023-09-24 07:40:22",0.48890,2,konozawa
806,10676799,"Fu Ryo","2023-09-30 10:48:14",0.48891,143,fujiwararyo
807,10889515,"Ryuichi Enami","2023-09-24 15:00:44",0.48892,1,ryuichienami
808,10786820,"Mrigendra Agrawal","2023-08-22 01:03:16",0.48893,4,mrigendraagrawal
809,10761805,Jaydeep,"2023-10-08 16:00:28",0.48898,4,jd81197
810,10943736,"JunFu He","2023-10-05 12:15:44",0.48898,7,gooooodname
811,10687609,"Dorukhan Afacan","2023-08-16 20:21:43",0.48900,37,afajohn
812,11010218,"Anthony Ashwin","2023-10-05 15:18:42",0.48902,3,anthonyashwin
813,10688360,Wzjj98,"2023-10-05 11:02:22",0.48903,2,wzjj98
814,10681357,"DongWan Kim","2023-08-19 10:44:41",0.48903,2,kdw920304
815,10863848,K2.Tokyo,"2023-10-10 14:40:09",0.48905,17,learningbeastkk
816,10815877,"PAVEL VESHKIN","2023-09-05 18:30:47",0.48905,2,pavelveshkin
817,10690696,endthis!,"2023-08-26 10:32:29",0.48907,1,millerrfu
818,10826127,LizardFeng,"2023-10-09 12:35:09",0.48909,63,chaoyufeng9393
819,10728578,"Tree Tree Anderson","2023-10-11 04:43:41",0.48912,23,treetreeanderson
820,11000932,喜欢大米饭(●'◡'●),"2023-10-07 12:54:02",0.48915,7,"kalvinlt,kyrieeach"
821,10675208,shogo,"2023-10-06 10:12:23",0.48915,4,shogo21
822,10982190,TakeSurf1020,"2023-10-01 13:17:43",0.48918,2,takesurf
823,10814059,"Ermolaev Nikita","2023-08-20 11:05:15",0.48924,1,loggerhead22
824,10956652,nagohachi,"2023-10-01 15:59:05",0.48925,12,nagohachi
825,10738497,waee,"2023-09-21 08:28:48",0.48926,4,waechter
826,10790736,lhagiimn,"2023-10-11 15:25:09",0.48927,10,lhagiimn
827,10789684,"takekawa tomoki","2023-09-25 13:10:26",0.48927,22,takekawatomoki
828,10812853,"Darshan Patel","2023-08-19 21:22:30",0.48927,1,darshann25
829,10695780,"Yongdam Kim","2023-10-10 11:54:56",0.48928,3,emphymachine
830,10831596,"Ching-Loong Seow","2023-10-09 15:23:03",0.48929,1,chingloong
831,10868799,oalenkin,"2023-10-08 12:48:15",0.48930,12,alenkinoleg
832,10683983,kyle_bong,"2023-09-26 14:03:32",0.48930,61,kylebong
833,10843257,kiyomomo,"2023-10-11 05:12:21",0.48936,1,kiyomomo
834,10937298,enricomanosperti,"2023-10-10 10:04:06",0.48936,29,enricomanosperti
835,10847660,Mr.BPitaya,"2023-08-30 12:51:39",0.48942,1,mrbluep
836,10822031,GB,"2023-10-11 19:13:50",0.48945,25,bhatiji
837,10806204,"MITESH ADAKE","2023-08-18 16:11:41",0.48946,1,miteshadake
838,10724886,researcher_taeyang,"2023-08-18 09:44:01",0.48947,4,researchertaeyang
839,10704322,"Rob Wishart","2023-09-30 14:35:13",0.48948,36,robwishart
840,10814755,"Oluwatobi Betiku","2023-10-10 20:06:03",0.48949,165,oluwatobibetiku
841,10809075,FK09,"2023-09-27 08:18:44",0.48949,22,kimijima
842,10686486,"Aravind Pillai","2023-09-06 03:04:01",0.48953,2,aspillai
843,10785210,bukongbufo,"2023-08-18 08:49:39",0.48953,9,bukongbufo
844,10819207,impact777,"2023-10-11 21:49:03",0.48954,29,hideki592
845,10765173,ToMo,"2023-09-22 04:52:14",0.48955,64,tomohiroh
846,10748530,"James Grasell","2023-08-24 16:00:35",0.48955,6,jimgrasell
847,10743980,"Juan Carlos Galvez","2023-09-10 21:19:44",0.48961,4,titustitus
848,10902005,Leon,"2023-10-11 11:24:41",0.48963,15,leonljl
849,10792381,"Hyo Jun Yi","2023-08-28 10:52:21",0.48964,7,black99ylunar
850,10724725,Fisheryjn,"2023-10-11 16:32:24",0.48968,29,fisheryjn
851,10866627,"Gowri Shankar Penugonda","2023-10-06 10:29:08",0.48970,15,gowrishankarp
852,10720203,"Hello World","2023-08-31 09:47:47",0.48977,4,"sunanxu,sunzihao,thesteven6,yunxiaoxu"
853,10753982,"Wei Hao Khoong","2023-09-22 00:27:13",0.48979,1,khoongweihao
854,10806617,yukio,"2023-10-10 22:16:20",0.48979,12,yukioseki
855,10702930,"Manoj Prabhakar","2023-10-09 07:17:19",0.48979,2,manojprabhaakr
856,10866989,Soichirow,"2023-10-05 00:00:39",0.48982,3,soichirow
857,10929678,"Emily Du","2023-09-19 11:58:21",0.48984,7,emilydu
858,10874679,ryo0529,"2023-09-16 06:46:07",0.48984,1,camel01
859,10833458,Gita,"2023-10-02 07:37:25",0.48986,21,ariafschneider
860,10921065,Sobeee,"2023-09-22 04:44:13",0.48987,1,sobeee
861,10765782,flamepurple,"2023-10-11 10:36:46",0.48991,83,flamepurple
862,10785867,YU_OBA2000,"2023-08-30 11:02:42",0.48994,7,"nowatari,yuoba2000"
863,10854274,Lorentz,"2023-10-07 05:16:59",0.48996,11,lorentzyeung
864,10738950,Max2020,"2023-09-21 09:48:34",0.48999,1,max2020
865,10723526,MayankSiddharth,"2023-10-11 09:19:10",0.48999,58,"hobachiadmin,mayanksiddharth"
866,10726048,"Thien Nguyen","2023-09-09 07:24:21",0.49010,6,ntthientn
867,10701908,aho,"2023-10-11 13:42:48",0.49015,17,"grav906,hisashi,udondon"
868,10858569,3SNU1POSTECH,"2023-09-17 16:34:50",0.49015,5,"chungsanghyun,gopyeonggang,mersaultz,moondonghwi"
869,10973055,afuro-shark,"2023-10-02 15:20:58",0.49017,1,nao3121
870,10862347,farsail,"2023-10-10 23:02:04",0.49022,7,farsail
871,10828119,"Parin Lkhitworasak","2023-09-27 17:36:01",0.49023,3,parinlkhitworasak
872,10722095,JasonYangCode,"2023-09-29 10:42:34",0.49024,1,jasonyangcode
873,10686180,"Mohamed El-Nageeb","2023-10-11 10:00:20",0.49027,3,thelastsmilodon
874,10716403,ShuishuiAndy,"2023-09-22 06:06:01",0.49030,1,shuishuiandy
875,10855313,kirkutirev,"2023-10-10 19:05:46",0.49033,7,kirkutirev
876,10796705,"Christoph Scheyk","2023-10-05 08:24:45",0.49034,56,scheyk
877,10867079,Trans4mers,"2023-09-20 12:53:30",0.49037,3,"amanysalahazzam,ayaaltayeb,esraakhaled"
878,10711893,kpgggg,"2023-10-09 14:30:39",0.49042,25,kpgggg
879,10844512,"Watchara Ukhuntod","2023-09-27 16:15:55",0.49058,6,aynoji
880,10684084,"stand power!!!","2023-09-19 01:52:05",0.49063,36,yeshila
881,10799536,4N3MONE,"2023-08-31 07:01:29",0.49066,7,yongsangyoo
882,10970983,tyee,"2023-09-28 07:04:13",0.49071,1,tyeestudio
883,10882736,"Pavan Kumar Geddapu","2023-09-08 04:47:47",0.49076,2,pavankumargeddapu
884,10884382,Jelma,"2023-10-11 19:56:18",0.49084,18,"jelma0206,sho160115,yoshiara7"
885,10814675,zzzzz,"2023-08-21 11:49:30",0.49087,1,huangzchao
886,10871818,Daisy,"2023-10-09 23:29:15",0.49094,2,hdynamics
887,10915734,Youngmi0007,"2023-10-06 13:39:29",0.49095,25,youngmi0007
888,10757767,"Sergey Zlobin","2023-10-11 19:46:08",0.49104,47,sergeyzlobin
889,10779032,ZhouX1n,"2023-09-11 02:26:08",0.49109,1,zhoux1n
890,10733017,"James Thong","2023-09-12 05:44:10",0.49116,1,jamesthong
891,10835174,"Hazardous Waste","2023-10-11 05:58:48",0.49125,131,"dyn201885095,ileln0414,love2echo,yefawu"
892,10830033,certain,"2023-09-19 15:57:22",0.49126,1,aatriaa
893,10843820,"Ravi Adi Prakoso","2023-09-21 23:05:53",0.49127,3,raviadiprakoso
894,10677422,"Tushar Chauhan","2023-10-08 09:36:47",0.49136,16,cyberblack0
895,10834009,MikikoKizawa,"2023-09-03 00:37:29",0.49136,1,mikikokizawa
896,10736136,ML-Titans,"2023-09-05 02:34:52",0.49139,20,"adonaivera,fedhiguera"
897,10871490,"Takeshi Makita","2023-10-09 07:30:15",0.49157,55,takeshimakita
898,10677991,"THE BROTHERHOOD","2023-10-11 20:19:41",0.49168,20,"peterminpark,peterminukpark"
899,10850635,"Shinya Nakajima","2023-09-25 13:16:11",0.49187,1,snakajima17
900,10830159,key,"2023-10-09 21:55:53",0.49200,35,keymc021
901,10993574,"Guna Sekhar","2023-10-11 05:27:54",0.49207,1,gunasekha619
902,10787715,"ysk kwkm","2023-09-15 21:29:57",0.49214,3,yskkwkm
903,10717029,Vlad,"2023-08-26 10:22:00",0.49220,33,"beshka,vldsss"
904,10977708,"Thanasan Sengjaroen","2023-09-28 03:16:10",0.49220,2,thanasansengjaroen
905,10826405,LeoAnd00,"2023-08-30 15:30:33",0.49224,18,leoand00
906,10850669,"Ratchanon Lertrungrueng","2023-09-27 12:21:38",0.49226,9,shido49221
907,10847054,kuroyuli,"2023-10-11 22:24:23",0.49233,13,kuroyuli
908,10940988,"Choi Jang Ho","2023-09-20 10:43:30",0.49235,1,choijangho
909,10807883,kooengeroo,"2023-09-06 18:25:02",0.49242,1,kooengeroo
910,10946098,"Khang Hoang 1215","2023-09-27 19:21:40",0.49247,2,khanghoang1215
911,10820059,"Josie Chen","2023-09-13 01:42:10",0.49251,14,josiechen61
912,10756605,xck,"2023-10-09 12:34:09",0.49299,10,mnk812
913,10876380,jwiz,"2023-09-12 07:15:11",0.49313,5,jwidht
914,10803356,"Mystic Shadow","2023-09-27 08:11:54",0.49351,2,mysticshadow
915,10675283,kagglethebest,"2023-10-11 17:24:07",0.49361,27,judith007
916,10705002,"Tom Joseph MO","2023-09-06 11:14:13",0.49363,9,tomjosephmo
917,10674839,Fosca,"2023-10-11 07:03:02",0.49367,52,fosca709
918,10823188,"Pablo Larrosa","2023-10-11 22:16:13",0.49370,87,pablolarrosa
919,10883147,Ilya_Sokolov,"2023-09-08 09:42:36",0.49380,2,ilyasokolov
920,10982015,"Xuanting He","2023-10-11 01:17:48",0.49382,2,xuantinghe
921,10722546,"Jose Maria Sabater","2023-10-01 16:36:21",0.49386,33,josemariasabater
922,10866832,Neko,"2023-09-11 23:56:42",0.49387,2,ootake
923,10806146,森田凌平,"2023-09-26 00:32:56",0.49388,1,"mrmmm0128,yuki1213ya"
924,10790327,"Nissim Matatov","2023-10-11 22:40:36",0.49406,42,snassimr
925,10784061,shoku-pan,"2023-09-16 08:01:50",0.49406,6,yhirakawa
926,10754275,JJ-Sparrow,"2023-09-11 07:13:23",0.49418,3,junjiongli
927,10713946,Yuchen20,"2023-09-13 14:05:42",0.49421,98,yuchen2066
928,10760737,kingsundad,"2023-10-11 22:22:16",0.49434,3,kingsundad
929,10707281,"David Lu","2023-10-06 17:56:27",0.49441,25,kingdavljy
930,10914901,yashimar,"2023-10-09 18:52:02",0.49450,12,yashimar
931,10815725,gwx,"2023-08-22 08:09:08",0.49451,3,w1079684103
932,11005237,"Matsu koh","2023-10-11 15:23:25",0.49465,4,matsukoh
933,10852963,Lephuock,"2023-09-06 20:53:06",0.49475,2,lephuockhanh
934,10799167,"Dsk Hashimoto","2023-09-08 09:25:29",0.49477,1,dskhashimoto
935,10855632,"Khlifi Mohamed","2023-09-18 13:47:44",0.49501,1,khlifimohamed
936,10737354,"joonhan kim93","2023-08-16 07:32:17",0.49510,12,joonhankim93
937,10902088,AnaMac[:5],"2023-10-11 13:33:29",0.49511,54,"bruceyang620727,julianna976,mineko,willshih1,yunating"
938,10762273,greenforest33,"2023-08-24 21:11:17",0.49515,1,greenforest33
939,10800985,"Aman Kankriya","2023-09-18 17:08:45",0.49529,18,iitm21f2000493
940,10694047,konumaru,"2023-09-28 17:31:53",0.49534,19,konumaru
941,10802018,"Andrey Miroshnichenko","2023-08-21 21:07:52",0.49535,2,don121
942,10846839,"MOUSSINOU EEIA","2023-09-19 13:53:15",0.49541,4,"agbessihuguescrespin,mamamoussinou,pulcheriemanley,tochoedogilchrist12"
943,10800817,"ju chunwu","2023-08-16 15:05:44",0.49542,2,dccforever
944,10783773,"Gold and nothing else","2023-09-15 16:25:41",0.49547,5,"hasanallawi,riadalmadani"
945,10807554,wangrongjun,"2023-08-18 01:18:09",0.49548,1,wangrongjun
946,10857337,"SX & XM & JJ & ZW","2023-10-09 01:33:56",0.49549,27,"jinjiya,siyuxi,xiaoyangma88,zixuanwang117"
947,10914398,fx.askbox.net,"2023-10-11 08:56:20",0.49562,11,askboxnet
948,10700199,Haru,"2023-10-11 10:26:16",0.49564,178,haruki741
949,10743589,"Rajkumar Lakshmanamoorthy","2023-10-09 11:06:03",0.49565,35,rajkumarl
950,10675099,"SeongHun Jeong","2023-09-07 05:19:22",0.49567,1,sunghun
951,10815904,tyuyoshi,"2023-08-21 05:01:09",0.49572,1,hasegawatsuyoshi
952,10868024,"Shelby Ltd","2023-09-26 11:26:47",0.49573,15,othsay
953,10809334,"Osama Ibrahim","2023-08-18 18:59:09",0.49581,1,osama13044
954,10713168,alansmitheee,"2023-09-25 16:45:44",0.49602,5,alansmithe
955,10837945,"Eisuke Okuda","2023-10-03 13:08:27",0.49639,1,eisukeokuda
956,10996960,nanzhangumd,"2023-10-11 12:22:06",0.49642,9,"canum05,hong99md,nanzhangumd"
957,10781871,"Andrіі Didenko","2023-08-28 21:06:06",0.49643,20,andrewdidenko
958,10991233,Taku_Yamaguchi,"2023-10-10 05:30:19",0.49647,13,takuyamaguchi
959,10769739,Yesterdays,"2023-10-11 20:18:50",0.49654,51,"simami,yesterdays"
960,10924864,AIforcode,"2023-09-16 07:09:05",0.49666,3,aiforcode
961,10675929,Transparent_Tree,"2023-09-16 12:17:52",0.49672,6,shaoqiwang
962,10675399,IC2,"2023-10-11 21:01:02",0.49672,102,jonathanchan
963,10825432,ฺBeater_kung,"2023-10-11 16:55:59",0.49676,11,santipabtongchan
964,10882357,"Ranamalla Nithin Reddy","2023-09-21 17:07:24",0.49676,4,nithinreddy90
965,10697010,CPMP,"2023-09-01 14:36:54",0.49682,90,cpmpml
966,10933046,kma###,"2023-09-25 14:09:14",0.49686,1,kmakmar
